country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-20T00:00:00Z;-52;-22;NA;-63;-41;18
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-21T00:00:00Z;-53;-19;NA;-63;-40;18
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-22T00:00:00Z;-57;-20;NA;-62;-40;16
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-23T00:00:00Z;-55;-14;NA;-60;-40;17
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-24T00:00:00Z;-61;-14;NA;-66;-45;19
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-25T00:00:00Z;-67;-22;NA;-61;-40;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-26T00:00:00Z;-70;NA;NA;-53;-40;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-27T00:00:00Z;-53;-19;NA;-60;-38;15
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-28T00:00:00Z;-55;-17;NA;-61;-38;17
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-29T00:00:00Z;-58;-13;NA;-60;-39;17
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-04-30T00:00:00Z;-47;16;NA;-60;-39;16
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-01T00:00:00Z;-87;-92;NA;-75;-84;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-02T00:00:00Z;-39;4;NA;-46;-34;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-03T00:00:00Z;-61;NA;NA;-41;-23;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-04T00:00:00Z;-18;-5;NA;-46;-32;12
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-05T00:00:00Z;-33;-12;NA;-56;-33;15
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-06T00:00:00Z;-30;-4;NA;-49;-31;12
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-07T00:00:00Z;-30;-5;NA;-45;-34;12
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-08T00:00:00Z;-37;-2;NA;-51;-37;12
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-09T00:00:00Z;-38;0;NA;-35;-27;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-10T00:00:00Z;-59;NA;NA;-36;-21;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-11T00:00:00Z;-31;-18;NA;-48;-30;13
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-12T00:00:00Z;-28;-5;NA;-46;-29;13
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-13T00:00:00Z;-35;-10;NA;-49;-28;13
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-14T00:00:00Z;-35;-9;NA;-47;-29;14
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-15T00:00:00Z;-28;-7;NA;-47;-33;14
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-16T00:00:00Z;-26;-11;NA;-28;-19;7
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-17T00:00:00Z;-32;NA;NA;-26;-15;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-18T00:00:00Z;-12;-11;NA;-36;-24;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-19T00:00:00Z;-14;-7;NA;-41;-23;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-20T00:00:00Z;-7;25;NA;-35;-24;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-21T00:00:00Z;-62;-85;NA;-56;-83;21
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-22T00:00:00Z;-13;8;NA;-43;-47;12
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-23T00:00:00Z;-33;-15;NA;-37;-23;9
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-24T00:00:00Z;-35;NA;NA;-21;-13;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-25T00:00:00Z;-10;-9;NA;-34;-23;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-26T00:00:00Z;-10;-7;NA;-36;-21;7
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-27T00:00:00Z;-16;-7;NA;-34;-22;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-28T00:00:00Z;-17;-5;NA;-34;-23;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-29T00:00:00Z;-19;-1;NA;-34;-27;7
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-30T00:00:00Z;-26;-1;NA;-22;-9;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-05-31T00:00:00Z;-24;NA;NA;-14;-11;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-01T00:00:00Z;-53;-84;NA;-48;-82;18
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-02T00:00:00Z;-7;11;NA;-24;-17;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-03T00:00:00Z;-16;-5;NA;-24;-18;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-04T00:00:00Z;-16;-5;NA;-27;-20;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-05T00:00:00Z;-16;-4;NA;-29;-23;8
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-06T00:00:00Z;-20;-10;NA;-22;-7;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-07T00:00:00Z;-48;NA;NA;-43;-16;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-08T00:00:00Z;-5;-7;NA;-23;-20;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-09T00:00:00Z;-5;-7;NA;-30;-19;7
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-10T00:00:00Z;-9;15;NA;-24;-20;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-11T00:00:00Z;-59;-86;NA;-61;-78;24
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-12T00:00:00Z;-8;1;NA;-32;-40;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-13T00:00:00Z;-25;-14;NA;-23;-7;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-14T00:00:00Z;-43;NA;NA;-34;-8;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-15T00:00:00Z;-3;1;NA;-22;-19;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-16T00:00:00Z;0;-1;NA;-26;-19;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-17T00:00:00Z;-8;-5;NA;-24;-17;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-18T00:00:00Z;-3;2;NA;-22;-19;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-19T00:00:00Z;-9;5;NA;-29;-24;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-20T00:00:00Z;-9;1;NA;-18;-6;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-21T00:00:00Z;-8;NA;NA;-14;-3;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-22T00:00:00Z;-1;-3;NA;-23;-21;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-23T00:00:00Z;-4;-4;NA;-26;-21;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-24T00:00:00Z;-7;-1;NA;-22;-18;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-25T00:00:00Z;-7;-1;NA;-24;-20;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-26T00:00:00Z;-13;-1;NA;-32;-24;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-27T00:00:00Z;-13;-2;NA;-19;-8;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-28T00:00:00Z;-18;NA;NA;-22;-3;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-29T00:00:00Z;2;0;NA;-23;-19;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-06-30T00:00:00Z;4;2;NA;-21;-16;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-01T00:00:00Z;-5;1;NA;-24;-18;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-02T00:00:00Z;-5;2;NA;-23;-18;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-03T00:00:00Z;-3;10;NA;-24;-21;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-04T00:00:00Z;-10;-4;NA;-9;-5;-3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-05T00:00:00Z;-6;NA;NA;-9;-3;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-06T00:00:00Z;5;9;NA;-21;-20;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-07T00:00:00Z;7;4;NA;-19;-19;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-08T00:00:00Z;1;5;NA;-19;-17;0
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-09T00:00:00Z;0;3;NA;-21;-20;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-10T00:00:00Z;-8;2;NA;-23;-26;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-11T00:00:00Z;-7;2;NA;-13;-12;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-12T00:00:00Z;3;NA;NA;-9;-4;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-13T00:00:00Z;6;1;NA;-28;-27;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-14T00:00:00Z;3;-1;NA;-32;-26;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-15T00:00:00Z;5;8;NA;-28;-25;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-16T00:00:00Z;6;0;NA;-32;-27;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-17T00:00:00Z;-3;-1;NA;-32;-31;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-18T00:00:00Z;-14;-10;NA;-12;-9;-3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-19T00:00:00Z;-4;NA;NA;-5;-7;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-20T00:00:00Z;2;-2;NA;-30;-31;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-21T00:00:00Z;6;1;NA;-37;-31;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-22T00:00:00Z;2;0;NA;-33;-30;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-23T00:00:00Z;0;0;NA;-34;-31;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-24T00:00:00Z;-9;-4;NA;-36;-35;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-25T00:00:00Z;-21;-12;NA;-19;-13;-4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-26T00:00:00Z;-4;NA;NA;-14;-7;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-27T00:00:00Z;3;-3;NA;-31;-42;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-28T00:00:00Z;-7;-7;NA;-42;-43;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-29T00:00:00Z;7;0;NA;-35;-42;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-30T00:00:00Z;-4;-1;NA;-36;-44;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-07-31T00:00:00Z;-18;-5;NA;-40;-46;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-01T00:00:00Z;-27;-11;NA;-21;-21;-4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-02T00:00:00Z;-12;NA;NA;-25;-16;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-03T00:00:00Z;23;8;NA;-35;-48;9
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-04T00:00:00Z;21;3;NA;-36;-48;9
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-05T00:00:00Z;5;-3;NA;-33;-46;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-06T00:00:00Z;-3;-4;NA;-33;-47;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-07T00:00:00Z;-19;-6;NA;-41;-47;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-08T00:00:00Z;-25;-13;NA;-18;-20;-5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-09T00:00:00Z;-11;NA;NA;-7;-10;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-10T00:00:00Z;-1;-2;NA;-29;-41;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-11T00:00:00Z;-1;-2;NA;-33;-41;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-12T00:00:00Z;-9;-5;NA;-34;-40;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-13T00:00:00Z;-1;0;NA;-32;-41;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-14T00:00:00Z;-2;24;NA;-35;-43;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-15T00:00:00Z;-59;-86;NA;-9;-40;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-16T00:00:00Z;-6;NA;NA;5;-7;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-17T00:00:00Z;NA;NA;NA;NA;-35;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-18T00:00:00Z;NA;NA;NA;NA;-34;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-19T00:00:00Z;NA;NA;NA;NA;-33;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-20T00:00:00Z;NA;NA;NA;NA;-35;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-21T00:00:00Z;-24;-19;NA;NA;-38;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-22T00:00:00Z;-16;-15;NA;NA;NA;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-24T00:00:00Z;NA;NA;NA;NA;-33;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-25T00:00:00Z;NA;NA;NA;NA;-33;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-26T00:00:00Z;NA;NA;NA;NA;-33;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-27T00:00:00Z;NA;NA;NA;NA;-33;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-28T00:00:00Z;-14;-12;NA;NA;-36;6
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-29T00:00:00Z;-14;-13;NA;NA;NA;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-08-31T00:00:00Z;NA;NA;NA;NA;-32;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-01T00:00:00Z;NA;NA;NA;NA;-31;5
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-02T00:00:00Z;NA;NA;NA;NA;-32;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-03T00:00:00Z;NA;NA;NA;NA;-32;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-04T00:00:00Z;NA;NA;NA;NA;-34;0
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-05T00:00:00Z;-14;-12;NA;NA;NA;-4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-07T00:00:00Z;NA;NA;NA;NA;-31;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-08T00:00:00Z;NA;NA;NA;NA;-32;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-09T00:00:00Z;NA;NA;NA;NA;-30;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-10T00:00:00Z;NA;NA;NA;NA;-30;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-11T00:00:00Z;1;-3;NA;-20;-33;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-12T00:00:00Z;-2;-8;NA;0;-13;-3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-13T00:00:00Z;18;NA;NA;0;-6;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-14T00:00:00Z;10;-2;NA;-11;-26;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-15T00:00:00Z;3;-2;NA;-12;-22;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-16T00:00:00Z;-1;0;NA;-12;-25;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-17T00:00:00Z;-5;-9;NA;-15;-25;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-18T00:00:00Z;-11;-3;NA;-18;-26;1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-19T00:00:00Z;-13;-14;NA;-21;-13;-1
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-20T00:00:00Z;4;NA;NA;-20;-10;NA
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-21T00:00:00Z;-2;-3;NA;-13;-24;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-22T00:00:00Z;-2;-2;NA;-14;-23;2
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-23T00:00:00Z;-9;0;NA;-11;-22;3
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-24T00:00:00Z;-13;-4;NA;-12;-23;4
AT;Austria;Vorarlberg;NA;NA;NA;NA;2020-09-25T00:00:00Z;-23;-6;NA;-19;-26;7
