type;id;properties_skz;properties_gmnr;properties_gemname;properties_bezeichnung;properties_str;properties_plz;properties_ort;properties_erhalter;properties_erhalter2;properties_karto_typ;properties_klassen;properties_schueler_insg;properties_schueler_m;properties_schueler_w;school_adress;lat;long
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c09;902071;90201;Wien-Leopoldstadt;Volksschule;Novaragasse 30;1020;Wien;öffentl.;13;VS;16;350;189;161;Novaragasse 30, 1020 Wien;48,2186668;16,3853998
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c08;902151;90201;Wien-Leopoldstadt;Volksschule;Ernst-Melchior-Gasse 9;1020;Wien;öffentl.;13;VS;17;369;202;167;Ernst-Melchior-Gasse 9, 1020 Wien;48,2252698;16,3957616
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c07;902261;90201;Wien-Leopoldstadt;Privatschule Volksschule des Vereins Verein zum Betrieb von katholischen Privatschulen - Stella International School;Lasallestraße 7a/Unit 4/Top 2;1020;Wien;privat;21;VS; 1; 15;  8;  7;Lasallestraße 7a/Unit 4/Top 2, 1020 Wien;48,2223248;16,3976007
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c06;902131;90201;Wien-Leopoldstadt;Volksschule Sankt Elisabeth des Schulvereines der Schulschwestern vom III.Orden des hl. Franziskus;Leopoldsgasse 1a;1020;Wien;privat;21;VS; 8;180; 93; 87;Leopoldsgasse 1a, 1020 Wien;48,2214883;16,3745793
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c05;902211;90201;Wien-Leopoldstadt;Evangelische Volksschule Wien-Leopoldstadt des Verbandes der schulerhaltenden Wiener evangelischen Pfarrgemeinden A.B. (Schulgemeinde);Nepomukgasse 2;1020;Wien;privat;22;VS; 8;180; 81; 99;Nepomukgasse 2, 1020 Wien;48,2162251;16,3856788
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c04;902231;90201;Wien-Leopoldstadt;Private Volksschule für Mädchen des Israelitischen Tempel- und Schulvereins Machsike-Hadass;Große Stadtgutgasse 24;1020;Wien;privat;23;VS; 4; 47;  0; 47;Große Stadtgutgasse 24, 1020 Wien;48,2198814;16,3841238
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c03;902201;90201;Wien-Leopoldstadt;Private Volksschule Lauder Chabad;Rabbiner-Schneerson-Platz 1;1020;Wien;privat;23;VS; 8;131; 77; 54;Rabbiner-Schneerson-Platz 1, 1020 Wien;48,2284430;16,3794270
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c02;902181;90201;Wien-Leopoldstadt;Volksschule Zwi Perez Chajes des Vereins zur Erhaltung der Zwi Perez Chajes Schule der Israelitischen Kultusgemeinde Wien;Simon Wiesenthal-Gasse 3;1020;Wien;privat;23;VS; 8;124; 62; 62;Simon Wiesenthal-Gasse 3, 1020 Wien;48,2064411;16,4292541
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c01;902161;90201;Wien-Leopoldstadt;Private Volksschule des Vereins Machsike Hadass;Malzgasse 16;1020;Wien;privat;62;VS; 5; 55; 55;  0;Malzgasse 16, 1020 Wien;48,2204789;16,3768629
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6c00;902171;90201;Wien-Leopoldstadt;Private Volksschule des Vereines Wiener Sängerknaben Augartenpalais;Obere Augartenstraße 1c,Augartenpalais;1020;Wien;privat;62;VS; 5; 98; 64; 34;Obere Augartenstraße 1c,Augartenpalais, 1020 Wien;48,2210933;16,3784800
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6bff;901011;90101;Wien-Innere Stadt;Volksschule;Börsegasse 5;1010;Wien;öffentl.;13;VS; 8;186; 88; 98;Börsegasse 5, 1010 Wien;48,2135351;16,3686268
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6bfe;901021;90101;Wien-Innere Stadt;Volksschule;Stubenbastei 3;1010;Wien;öffentl.;13;VS;12;277;145;132;Stubenbastei 3, 1010 Wien;48,2071269;16,3787884
Feature;ATLAS_SCHULE.fid--a89b1a8_17086690ec6_-6bfd;901031;90101;Wien-Innere Stadt;Private Volksschule der Schulstiftung der Erzdiözese Wien;Judenplatz 6;1010;Wien;privat;21;VS;10;245;120;125;Judenplatz 6, 1010 Wien;48,2115609;16,3692501
